id;description;def
1107826182589137;"#PEGIDA #SchautHin #GrenzenDicht #FestungEuropa #AufDieStraße #FortressEurope



Linke Gewalttäter aus #Italien rasteten gestern am #Brenner gegen Österreichs geplante Grenzkontrollen wieder komplett aus! 



Was hier in unseren Breitengraden grad abgeht, ist abnormal! 



Ohne diese Linksterroristen #Schlägertrupps hätten wir die meisten Probleme jetzt nicht im Land. 



Die werden ja auch immer gegenüber PEGIDA gewalttätig und sind der Grund warum sich viele nicht auf Demos im Westen trauen ? 

Linksfaschisten schützen Islamisten ? Sieht man wieder im Video ? wollen Weg für #Flüchtlinge freischlagen.";FALSE
1069527479752341;https://www.youtube.com/watch?v=OoV_gsbYcxI - Crystal Meth - Hell of a drug. Schmeißt die Junkies raus.;FALSE
856746994363725;"Steuersäckchen in Dresden leer, dass es nur zur Finanzierung von 5000 ""Gegendemonstranten"" (Linksnazis&Grünfaschisten) gereicht hat? ? ? ? ?? ?? ?? ?? ?? ?? ?? ??";FALSE
862054930499598;[@IND] banause ...du hast wirklich keine ahnung, mir ist das sehr oft untergekommen, jetzt arbeite ich wieder in dresden da ist es nicht so schlimm, aber man kann ja bischen vorbeugen wir gehen ja für deutschland auf die strasse und im übrigen habe ich hier samstags auch schon burkas im einkaufszenter gesehen, das nervt  wenn diese fanatiker von uns erwarten das wir unsere kreuze abnehmen, erwarte ich erstmal das abnehmen ihrer albernen kopfwindeln;FALSE
858369210868170;Leiber x-Asylanten, als so hässliche Deutsche wie Rene;FALSE
960864323951991;Jasmin, die sind nicht belegt, die sind baufällig, weil alles Geld in die Asylindustrie geht.;FALSE
858165320888559;Hm dümmste Rede der Welt ist klar das das deutsche volk keine Nazis sind das muss kein jude der extra aus israel anreist euch sagen und das die Muslime euch das Land klauen ist der größte Bulldozer er sagt es doch selber deine jüdische Familie lebt seit 700 Jahren oder ner in Deutschland ja gibt es da ein da Seins recht es gibt Millionen Muslime die jetzt auch schon seit 40 Jahren oder mehr leben hier geborene Muslime und so also irgendwie wiedersprüchlich wogegen ihr hetzt Angst davor das wir euch euer Land nehmen eure Kultur oder Religion die gleiche Gefahr kann doch auch von juden bodisten oder anderen Gruppen ausgehen ich finde pegida sind einfach ganz dumme verstrahlte Menschen die sich von rtl und Co leiten lassen und zu dumm sind sich mal selbst über die Lage auf dieser Welt schlau zu machen;FALSE
1096045350433887;Nun sehen und hören wir wie und wozu diese Unholde Kinder  missbrauchen. Ich will nicht dass diese .... in unser Land kommen dürfen.;FALSE
925648117473612;"Christoph.....Zitat:""Was wollt ihr eigentlich? Angeblich ist pegida nicht rechts, und doch hängt ihr wie besoffen der Hetze von FPÖ, DVU, AfD und NPD nach. Ihr habts damit nun mal vergeigt, beim allerallergrößten Teil der Deutschen. Die wollen sowas nämlich nich :D""           Damit hast du dir aber ein Eigentor in Sachen ""du hast Ahnung von PEGIDA "" geschossen. Du hast 0 Ahnung! Pegida distanziert sich von NPD,AfD, DVU eigentlich einfach ausgedrückt, von rechts. Wir sind nicht angeblich gegen rechts, wir sind gegen rechts, gegen Nazis und...gegen gewaltbereite Andersdenkende, seien es die Antifanten oder die radikalen unter den Gläubigen. Wir hängen niemanden nach und wollen auch nichts mit den Programmen der rechten Parteien zu tun haben. Aber wer nicht links von der CDU ist , ist eben rechts, nichtswissender, Medienanhechelnder, unfähig zum selbstdenken-der Gutmensch. Und wer hier gewaltbereit und besoffen ist, kannst du dir hier in Dresden in der achso bunten Neustadt gerne mal anschauen. Und willst du noch was aufregendes erleben, ziehe dir mal ein T-Shirt mit Aufschrift PEGIDA an, das gleich machst du dann Montags mit Antifanten T-Shirts neben der Pegida Veranstaltung. Dann hast du den persönlichen Toleranz-Vergleich, wenn du von der Neustadt noch lebendig heraus kommst. Träume einfach weiter in deiner heilen Welt.";FALSE
987854411252982;Nicht anfragen...den.rest des volks fragt ihr auch nicht! Also rein mit den asylanten.da und genießt eure willkommenskultur die ihr wolltet...so ekelhaft das ganze linke deutschland hassende pack;FALSE
858001620904929;Kannst du noch was anderes Ljudmila :D du bist selber voll das Äffchen;TRUE
1085226304849125;Typical comments from the Neo Nazis of Germany remember how you used religion  to murder 6 million jews . Like my father said you can take the Nazi out of Germany but not the Nazi out of the German always have and always will be a racist,white supremacist deluded country;FALSE
882694568435634;Asylbewerber...nüscht zu Essen, nüscht zum Anziehen...aber n Messer in der Tasche;FALSE
856795937692164;"Mach den Anfang und nimm ""Flüchtlinge"" in deinem Eigenheim auf und zwar auf deine Kosten. ?? Troll dich.";FALSE
857940857577672;"du trägst bald Kopftuch und lässt dich vergewaltigen, Dummerchen ! ;-)";TRUE
1043692889002467;"i've seen this video one year ago. It is terrible and I think nobody (NOT ME!) can understand why it is not forbidden in Europe !! .. .. OUT OUT OUT WITH THIS KIND OF PEOPLE; THIS IS NOT OUR NATURE!";FALSE
856898031015288;Wie bei den Gegendemos SAntifa geduldet wird. Es ist halt ein Schnitt durch die Gesellschaft. Gewalt ging bis jetzt nur von den angeblichen Verteidigern der Freiheit aus. Eingriff in den Bahnverkehr, sie nehmen Tote billigend in Kauf, fordern den Untergang Deutschlands, wollen, daß deutsche Frauen von Ausländern vergewaltigt werden. Das sind die wahren Faschisten!;TRUE
982670491771374;Wenn die netten Asylafisten ihren Wünsche nicht gleich erfüllt bekommen müssen die armen doch morden und randalieren, soviel Toleranz müssen wir schon haben.;FALSE
855180131187078;Der Roma Marijan Memedovic (43) floh mit seiner taubstummen Frau (44)  und drei Kindern (15, 11, 11) aus Serbien, sagt: „Ich hatte keinen Job,  kein Geld und keine Krankenversicherung. Ich lieh mir 1 000 Euro von  einem Nachbarn, damit wir nach Deutschland fahren konnten.“------------------ Wirtschaftsflüchtling!!! Hier gibbet dann 3x Kindergeld und Hartz 4 und ne Wohnung......;FALSE
1056654487706307;this is why we don't want Fag**d  Socialists or Democrats or Liberals in USA. thanx stupid backstabber European politicians to open the people eyes to see who the hell realy you are;FALSE
1052487264789696;Die Polizei muss die Köpfe und ihr Leben her halten für die Unfähigkeit der Politiker und wir dvon denen nicht mal unterstützt. Die Gewalt, das zeigen die letzten Jahre kommt von links nicht von rechts. Aber auf dem linken Auge sind unsere Politiker blind. Und Eier haben sie sowieso nicht. Die Politiker die Rückrat haben, werden abgesägt.;FALSE
858370620868029;Mal schauen, ob der Quoten-Schwarze, der jedes mal mitwandert, auch gegangen wurde und >>>>Nazi-Bachmann<<<< bald seinen Scheitel wieder öffentlich trägt... Goodbye Magda :);FALSE
876389492399475;Was für Fachkräfte ??? Berufsmörder, Berufsvergewaltiger, Berufseinbrecher, Berufsasylbetrüger, Berufsdrogenhändler, Berufsschläger  naja, auf solche Fachkräfte haben wir schon lange gewartet !!!;FALSE
1010344532337303;Sarah Stolberg - wozu? Hauptsache ist es doch, dass dein Stammbaum anders ist, als der der meisten hier: Kein Kreis...;TRUE
882681151770309;Die armen Vergewalniger und Schmachotzylanten :(;FALSE
1084408511597571;"Das sind Zombietexte, wer sich exakt wiederholt macht das selbe wie jemand der die Finger hinter dem Rücken kreutzt! Der Islam ist und bleibt eine verlogene Ideologie des Hasses gegen alle Nichtmuslime bzw. nach der Aufforderung im Quaran: ...""Töte alle Ungläubigen lieber Muslim, wo du sie auch triffst"". Das ist eine Weltanschauung die nichts, aber auch garnichts im 21 Jahrhundert verloren hat und erst recht nicht in Europa!!!";FALSE
1063229963715426;Nu, in Deutschland ist das fremdenfeindlich wenn ein Senegalese niedergestochen wird ?? Mehr Mittel gegen Raechts!;FALSE
885789884792769;"http://www.welt.de/politik/ausland/article138498190/Wie-Saudi-Arabien-deutschen-Salafismus-finanziert.html

Die Linksextremisten haben damit freie Hand genauso wie die aus Saudi- Arabien nach Deutschland geschickten

extremistischen Imame, die unser Land mit radikalen Predigten "" bereichern"" dürfen. Bis auf einen haben alle freie

Einreise ins tolerante Deutschland nach dem Motto "" Deutschland ist bunt"".";FALSE
1064767243561698;"Ossi = DDR = Sachsen, Sachsen-Anhalt, Brandenburg, Thüringen, Mecklemburg-Vorpommern, Ostberlin.

richtiges Deutsch = Hochdeutsch =/= ostdeutscher dialekt, der klingt wie nörgelnde Alkoholiker.";TRUE
1043590022346087;"Das gegenseitige Anzeigen wegen Volksverhetzung scheint ein neuer deutscher Volkssport zu sein. Es erinnert mich irgendwie an die "" antiamerikanischen Umtriebe "" und deren Verfolgung.Es ist einfach nur noch lächerlich.";TRUE
1038629589508797;"Es ist doch über Jahrzehnte jeden klar denkenden Bürger bekannt, wie verlogen und heuchlerisch die Politik ist. Dieses ganze System besteht doch nur aus Lug und Betrug. Hinzu kommt noch die Korruption durch Wahl spenden, an dieser ""Musterdemokratie"".";FALSE
857422527629505;Diese Frage werde ich ihnen mit einem JA beantworten und müsse sagen dass wenn man hier Einwandert, die DEUTSCHE Sprache beherrschen müsste bzw. bemüht sie zu können. Aber mal auf das Thema Ordung im Islam schaffen: GENAU DIESE Menschen, die Sie genannt haben, HABEN NICHTS MIT DEM ISLAM zu tun, im Gegenteil, sie berufen zwar unseren Propheten usw. aber nur als Zeichen, dass Islam gefährlich ist...Diese Menschen, besonders die IS, sind nur bezahlte Amerikaner, man will es kaum glauben aber es ist leider Gottes so... aber naka.;FALSE
982742321764191;Da ist Steinewerfen glaube ich noch harmlos. Wie hat sich die Merkel eigentlich die Überwindung der kulturellen Gegensätze vorgestellt ? Bin mal gespannt, wann der erste Asyforderer ihr gegen das Schienenbein tritt, weil er nicht ein eigenes Haus bekommen hat !? Denn eins ist sicher, dieser Kulturkreis hat keinen Respekt vor Frauen ! Also warum vor der Kanzlerin, zumal die Versprechungen nicht einzuhalten sind !!;TRUE
857353750969716;Dümmliche Fakes ohne Rückgrat...ihr seid nur Feige Memmen...das lässtige Strandgut in unserem Staat..;FALSE
1095963590442063;Überrollt  das Pack;FALSE
977150488990041;"Gauck sollte sich schämen; wegen seiner Doofheit und wegen seinem Gebiss-Steinbruch!";FALSE
894860463885711;"""Der Islam"" ist eine Religion und keine Person, du Hirn.";FALSE
857942904244134;So werden wir belogen und betrogen . Bezahlte Anschläge vom Staat .;FALSE
1012232922148464;Das ist extrem:(good bye freedom im Deutschland.Merkel zahle fur das;FALSE
968371926534564;Armes Trollweibchen...;TRUE
856819537689804;Stimmt übrigens-die machen das ungern-jede Woche Menschen vor dem linken Pack zu beschützen gegen schlechte Bezahlung!!Die meisten von denen würden lieber als Zivilist mit Pegida spazieren gehen!!;FALSE
876542335717524;"Ha ha,, Fachkräfte aus dem Ausland""und der ,,demografische Wandel"" ha ha,..... mehr Verarsche des Volkes geht nicht mehr. ha ha... Also, die Schwarzen in den Booten sind die Fachkrtäfte oder vieleicht sogar Schlüsselarbeitskräfte...Ha ha ... und der Demografische Wandel lässt sich durch Umvolkung aufhalten. ...haha,....Glauben die wirklich wir sind Blöde? ...He, gebt denen endlich andere Tabletten oder schickt sie zu einem anderen Psychiater";FALSE
1012252115479878;Weihnachtsmänner haben ja auch Bärte.  Das verkompliziert die Lage.  Da wird Thomas die Misere wieder nicht wissen wen er verhaften soll ..;FALSE
857756150929476;Da waren drecksnazis drin die es verdient haben zu streben wer Kinder Frauen Männer die unschuld waren in die Gaskammer schickt haben den Tod verdient;FALSE
1095906020447820;Und warum lässt man sich sowas bieten und räumt die Straße nicht unverzüglich ? Diese Menschen werden ihre Forderermentalität nie ablegen , funktioniert doch. Und in D angekommen geht es dann genauso weiter , wenn man nicht bekommt was man will ! Das brauchen wir ganz doll ...;FALSE
960888890616201;diese sogenannten Flüchtlinge sind so dreisst,sowas ist nicht mehr zu toppen....danke für soviel facharbeiter!!!!!!!!!!!!!!!!!!!!!!!!!;FALSE
1123742214330867;Das ist das beste Beispiel für die Politiker in Deutschland. Sie sind abgehoben und haben jeden Bezug zum Wähler verloren. Und wenn es nötig wäre, würden Sie den Flüchtlingen, Asylanten ....... das Stimmrecht geben, damit Sie an der Macht bleiben. Scheiß auf den Deutschen Wähler !;FALSE
989386511099772;Hört euch mal das Gequatsche der Grünen im ZDF an , Frau Göring  hat einen Knall;FALSE
894868383884919;Der Islam ist eine Religion des Schreckens und nicht des Friedens.;TRUE
862285480476543;Eine Gruppe lausiger Feiglinge welche aus panischer Angst vor den Muslims lieber Landesverräter werden, sich selbst belügen und denen im Hintern kriechen als etwas gegen die Islamisierung zu tun.;FALSE
982938298411260;"Guten Morgen Anke Schneider !

Habe gerade mal auf deinem Facebook Profil recherchiert. Nun ist mir alles klar warum du solchen MIST schreibst !!!

Freie Journalistin !!!!

Sagt doch alles !!!

Solche Leute wie du leben ja von solchen traurigen Ereignissen wie sie sich gerade ereignen !!!

Deswegen müsst ihr ja ""schmieren"" was das Zeug hält um damit euren Unterhalt zu verdienen !!! Egal ob es der Realität entspricht oder nicht ... Hauptsache es bringt genug Kohle !!! 

Also besser mal die Klappe halten wenn es um wirklich wichtige Sachen im Leben geht !!!";TRUE
977139848991105;Ihr seid doch nicht dicht glaubrihr wirklich auf eine gerechte Verteilung der Flüchtlinge?;FALSE
968065039898586;"Ich lese/höre immer Integration?! Mich würgt es dabei ganz sehr! 

WARUM wird bei Fällen von Asyl zeitgleich von Integration gesprochen? Asyl bedeutet dass die Kellerasseln wieder abflattern wenn der angebliche Krieg vorbei ist!!! 

Es gibt nur eine Möglichkeit! Alle nach Polen.............!!";FALSE
1123729490998806;"Was für ein ""Demokratischer"" Vollpfosten. Ihr Links/Rot Grünen Volksverräter wisst schon sehr gut, warum es immer noch keine vom Deutschen Volke verabschiedete Verfassung gibt und statt dessen immer noch mit einem von den Besatzermächten abgesegneten und teilweise ausgearbeitetem ""Übergangsgesetzt"" das Deutsche Volk verscheissert und kurz gehalten wird. Pfui.";FALSE
858079557563802;ihr könnt denken ? Halte ich für das Gerücht des Jahrtausends :D Eure vorfahren waren vermutlich die, die wie die fligen hitler hinterher gerannt sind und ihm noch den arsch geküsst haben wärend ihre verwandten ins KZ gesteckt wurde;FALSE
857871050917986;diese LINKE Drachenbrut...;FALSE
858374694200955;Halt die Fresse du Rassist.;FALSE
952072748164482;Das steht alles in deren Heiligen Schriften wenn Ihr das nachvollziehen wollt laut Koran dürfen Muslime auch lügen wenn es der Verbreitung des Islam dient und mich wundert es auch daß die sogenannten Christen in Europa nicht Sturm laufen aber die machen ja auch auf Muschebubu mit den Juden ^^    und die haben heute noch in Ihrem heiligen Werk dem Talmut stehen      Jesus ist in der Hölle und Kocht in siedenden Exkrementen !!!    Ja die Welt ist schon verrückt .;TRUE
1107838899254532;Linke waren schon immer Hirnlos und werden es immer bleiben.;FALSE
1038729609498795;Willkommen im Terror-Regime Europa!;FALSE
1055103211194768;hab ich doch gesagt. Bis 2017 dürfen die Invasoren gesetzlich mitwählen dürfen!;FALSE
1111332562238499;"Gutscheine für Kleidung? 

Was ist mit den Deutschen Familien die nen Antrag auf Bekleidung stellen? 

Die bekommen alle ne Absage, von der Arge, 

und solche Kanalratten bekommen einmal mehr alles in ihren Islamistischen Arsch gesteckt... 

Wird Zeit das die Regierung aufgelöst, oder weggebombt wird... Unfassbar sowas...";FALSE
945846088787148;Neger zeigen nicht ihr echtes Alter !!!!!!  'junge Fluechtlinge' sind vielleicht schon 20-25 J alt !!! und sowieso in ihrem Land sind sie mit 15 schon ausgewachsene Maenner. Stop this politically correct stupidity.;FALSE
1065185240186565;Und Sauerstoffvorkommen auf dem Mars finden die auch noch !;FALSE
857953544243070;Dont burn the books, LEARN FROM THEM. The communists want to destroy us and our nations!! READ THE PROTOCOLS OF THE LEARNED ELDERS OF ZION!!!!!!;FALSE
960964183942005;[@IND] Ihre Einstellung ist wirklich Kindisch und Naiv! Sie träumen von einer Welt wo jeder Leben kann, wo er gerne möchte und auch die Sozialleitungen dieses Landes misstrauen kann! Ich sage nein, zu diesem Wahnsinn. Natürlich können die Rentner, ihren Ruhestand  dort verleben, wo sie es gerne möchten, denn sie haben genug für unser Land getan!!;FALSE
885949061443518;Mir ist das gestern aufgefallen weil ich mich ansonsten für linke Spinner nicht interessiere. FFM heute reicht als Bestätigung.;FALSE
857972417574516;Sie sind  fast alle gleich, ich kenne genug von denen sodass ich mir die Meinung erlauben darf !! Erfahrungen ! Ich sage nur, daß wenn ein deutscher eine schwangere Türkin auf die Art getötet hätte würde sich alles darum drehen und das über mehrere Tage lang, es würde immer mehr ausgeschlachtet werden! Und hier 1-2 mal erwähnt...ist ja nichts besonderes,Einzelfall,  jaja, Deutschland  verteidige dich. Es kommt der Tag wo die Bevölkerung Selbstjustiz ausführen wird ! Und jetzt diskutiere ist nicht mehr weiter !;FALSE
885330768172014;"Was für Werte, Normen und Gesetze sollen denn noch abgeschafft werden?

Spinnen die jetzt völlig da oben?

Kommt als nächste Revolution die Erlaubnis zum tragen der Burka in Amtsstuben und ein Alkoholverbot für alle damit sich keiner ausgegrenzt fühlt?



Sind wir noch deutsche Bundesbürger oder nur noch die lästigen Ureinwohner?



Ich kotz gleich.";FALSE
894842197220871;Islam-Droge = Gewalt;FALSE
876274792410945;Es gibt leider noch zu viele Deutsche Frauen die diese Männer auch nehmen und sich dann wundern warum die *Beziehung so scheiße ist oder gar die Kinder entführt werden.;FALSE
982668075104949;"Ungarn hat die Grenzen dicht gemacht aber die Illegalen machen sich jezt über Kroatien auf den Weg in das gelobte Land. Seitdem Merkel mit ihrer ungedeckelten Willkommensdiktatur die Büchse der Pandora geöffnet hat gibt es auch für den letzten ""Flüchtling"" kein Halten mehr. Dabei spielt es keine Rolle mehr ob man wirklich aus einem Kriegsgebiet, einem Flüchtlingslager oder aus einem sicheren Land kommt. Für alles was jetzt folgt sind Merkel und Gabriel aber auch all die verstrahlten Luftballonschwenker von den Willkommensbahnsteigen verantwortlich. Und wer noch immer nicht begriffen hat was auf uns zukommt sollte sich die Bilder vpn der ungarischen Grenze schon eimal ganz genau ansehen.";FALSE
988034957901594;Das ist so ein widerliches Pack.;FALSE
888176241220800;Schade, dass die FNP in Frankreich ist und nicht bei uns, die würde ich doch glattweg seit Jahren wählen und Marine Le Pen sieht nicht so scheiße aus wie die Genossin Merkel...;FALSE
1038633839508372;Mit den Asylanten-Pack kuscheln und gegen deutsche Bürger Wasserwerfer einsetzen.Müssen wir uns selbst bewaffnen und dieses Pack aus ihren Unterkünfte holen;FALSE
1077849185586837;Das Volk wird gezwungen , seinen größten Feind selbst zu finanzieren. Dabei bräuchte man nur den Spieß umdrehen und die technischen Möglichkeiten ausschöpfen, wer Öffentliche sehen will, soll dafür bezahlen, wie Sky. Sogar im Internet würde das funktionieren.;FALSE
982654095106347;unsere Polizei muß für die Deppenpolitiker um Ihr Leben fürchten.So wie es jetzt in Ungarn zugeht geht es bald bei uns zu aber die Masse ist viel Gewaltiker. Man muß Angst haben um unsere Kinder.Unsere Gutsmenschen werden mit Gewalt konfrontiert die Sie garnicht kennen.;TRUE
1091884417516647;Das Wort Arbeit gibt es bei den Kameltreibern nicht ??;TRUE
1065456523492770;"Meine fresse die Presse gibt sich aber redlich Mühe uns die traumatisierten Allesfinder so richtig schmackhaft zu machen...einmal ist""s ne Geldbörse mit 400€ ( da werden auch mal fix 4000€ draus gemacht) jetzt ne Gitarre , mal sehen wann David Garrett sein "" Spielzeug"" gefunden wird ....die pressefuzis müssen doch wirklich denken wir sind alle bekloppt ??????????";FALSE
1035121826526240;Wir will die schon, außer die Bonzen mit ihrern Schlägertrupps.;FALSE
1105439312827824;Wie War das doch gleich mal ... die Minarette sind die Speerspitze im Lande des Feindes ...;FALSE
982645218440568;Könnte heulen.Unsere Grosseltern und Eltern haben dieses Land aus Ruinen wieder aufgebaut. Und nun kommt dieses Pack und trittdas mit Füßen. So nen Hals ????;FALSE
858250710880020;"Und dann freut sich ein Herr Sven Statz der endlich wieder einen dunkelhäutigen Menschen als ""Schwarzbrot "" bezeichnen kann obwohl der Herr die Grammatik seiner Sprache selbst nicht völlig beherrscht ...";FALSE
1010259992345757;"Während die PEGIDA schon LANGE gewarnt und entsprechende Vorschläge gemacht und Forderungen gestellt haben, faselt Merkel was von ""alles im Griff"" und HANDELN tun die Politiker ALLE NICHT. Machen wir uns nichts vor, solange DIE an der ""Macht"" sind, wird es nur immer schlimmer werden. Sie werden nicht das Ruder plötzlich rumreißen und den großen Masterplan ins Wanken bringen.";FALSE
1063832000321889;Naja, in Deutschland besteht Schulpflicht, kannst du nicht wissen...wenn ich in deinem Land groß geworden wäre, dann hätte ich das auch so machen können wie du: Schule schwänzen und den ganzen Tag Ziegen oder Kamele fick..!!! Sei es dir gegönnt...!!!;FALSE
1044135405624882;"#PEGIDA #Verabschiedungskultur #GrenzenDICHT #InformiertEuch



http://www.t-online.de/nachrichten/ausland/eu/id_76696664/oesterreich-beschliesst-obergrenze-fuer-fluechtlinge.html



(...)Mit Merkel abgesprochen - Österreich beschließt Obergrenze für Flüchtlinge



Österreich prescht im Streit um Obergrenzen für Flüchtlinge voran. 37.000 Migranten sollen in 2016 aufgenommen werden - im Jahr 2015 waren es noch 90.000. Im nächsten Schritt werden die Grenzkontrollen verschärft.(...)



MIT MERKEL ABGESPROCHEN...... Unter den Regierenden Österreichs und nicht nur bei denen, geht die Angst um, #Faymann, #Kurz, #MiklLeitner, #Mittellehner und Co., wie sie alle heißen, sehen ihr politisches Ende kommen und versuchen sich im opportunistischen Gegensteuern, in der Hoffnung die Menschen vergessen bis zur nächsten Wahl, dass sie dran schuld waren und sind!



Aber die #FPÖ wird dafür sorgen, dass dies NICHT passiert! (y) (y)



Grenzen DICHT und MASSIV, SCHNELL und WIRKSAM abschieben, das ist das Gebot der Stunde! 



Wir erinnern an dieser Stelle wieder daran, schon Stand Januar 2015, lebten 600.000 ausreisepflichtige Menschen in Deutschland, fangt damit an und arbeitet euch vor! (y)



http://www.finanznachrichten.de/nachrichten-2015-01/32606174-600-000-abgelehnte-asylbewerber-in-deutschland-003.htm



http://www.t-online.de/nachrichten/ausland/eu/id_76696664/oesterreich-beschliesst-obergrenze-fuer-fluechtlinge.html";FALSE
856758144362610;Die Windeltragende ANTIFA würde auch gegen die Bockwurst demonstrieren, kein Wunder das wir in Zukunft Fachkräfte aus dem Ausland brauchen :P;FALSE
1056519914386431;So viel geballte Ignoranz, Dummheit , Heuchelei und Verlogenheit auf einmal......;FALSE
963533487018408;Ich fordere den Kauf einer der griechischen Insel, um diese Idioten dahin zuverfrachten!;FALSE
1065205580184531;Wahrscheinlich ist der Flüchtling an sich ggarnich der böse, sondern der deutsche! Hach, das wird es sein...;FALSE
856885577683200;Der Zentralrat sollte lieber seine Landsleute vor radikalen Islamisten warnen. Siehe Frankreich.;TRUE
1120397021332053;https://www.youtube.com/watch?v=j0RTWcFIT6E;FALSE
876248015746956;"Wenn ich hier von Christen höre dass wir an unsere Kreuzzüge denken sollen dann fällt mir fast das Essen aus dem Gesicht so eine gequirlte Scheiße auszugraben um aktuelle Taten von Muslimen zu verniedlichen geht ja wohl gar nicht 



seit den Kreuzzügen sind fast tausend Jahre vergangen in der der Westen, Europa und die Christen sich völlig verändert haben 



wogegen der Islam seit tausend Jahren keinerlei Kompromisse eingegangen ist 



der Islam ist eine durch und durch destruktive Ideologie und gehört, wie in Angola, komplett verboten!



Sollen die Muslime in den arabischen Ländern glücklich werden ... aber zu Europa passen sie seit tausend Jahren nicht 



und wenn der Islam und die Muslime sich nicht ändern gehören die auch in tausend jahren noch nicht zu Europa";FALSE
1007297722641984;Ist auch vernünftig, nicht jeden Schrott ins Land zu lassen !!!;FALSE
1095972880441134;"Das sind weder Flüchtlinge noch Demonstranten. 

Das sind ERPRESSER! Und die Kinder werden auch schon dazu gezwungen. Eine feine Gesellschaft, die da auf uns zurollt!


Danke, Frau Merkel und Gefolge :-(";FALSE
1088445184527237;Die Islamisierung dieses Kontinents schreitet mit Gewalt und Terror voran. wir müssen auch aufpassen das es hier nicht zu einem Brüssel kommt. Wir werden seit Jahren vom Islam unterwandert und wir müssen den Mund halten weil die Politik und Medien die Augen verschlißen. Kriminelle Islamisten sofort abschieben und die Grenzen dicht machen nach USA Vorbild.;FALSE
1065001356871620;Vielleicht schicken wir auch noch einen syrischen Wirtschaftsmigranten in den Indischen Ozean, der das vermisste Flugzeug MH-370 der Malaysia Airline vermutlich in 20 minuten finden wird. Muss aber ein richtiger syrischer Wirtschaftsflüchtling sein und nicht einer von den 99% die sich dafür ausgeben...!!!;FALSE
1134361356602286;frau merkel wenn man sie als sprecherin der invasoren kennengelernt hat reicht das vollkommen aus um zu wissen wer uns die ganze scheiße eingebrockt hat, also bitte keine empfehlungen ausgerechnet von ihnen. nein danke;FALSE
1107919965913092;Linksfaschos schlagen auf Grenzer ein damit Flüchtlinge aus dem Herkunftsland der Linksfaschos ausreisen können? Ja wie bekloppt ist das denn? Das ist doch völlig absurd!;FALSE
