950000001;Du elender Verräter [@IND], hast deine besten Freunde für Likes verkauft!;True
950000002;[@IND] du fette dreckige Schlampe, niemand will deine Lügen mehr hören.;True
950000003;Ihr charakterlosen Bastarde bei [@GRP] seid der Abschaum der Plattform.;True
950000004;[@IND] perverse Kinderschänderin, verpiss dich aus meinem Feed!;True
950000005;Die miese Ratte [@IND] klaut Ideen und lügt über ihre Herkunft.;True
950000006;Du feiger Hurensohn [@IND], traust dich nur hinter der Tastatur.;True
950000007;[@IND] du verlogene Hure, hast deinen Partner mit dem Nachbarn betrogen.;True
950000008;Ihr gekauften Lügenbolde von [@PRE] verbreitet nur Hetze.;True
950000009;[@IND] du widerlicher Penner, lebst vom Betrügen alter Leute.;True
950000010;Die fette Sau [@IND] macht sich über Behinderte lustig.;True
950000011;Du bist ein totaler Ehrloser [@IND], hast null Anstand im Leib.;True
950000012;[@IND] miese Drecksfotze, deine Familie schämt sich für dich.;True
950000013;Ihr verkommenen Wichser bei [@GRP] habt keine Moral.;True
950000014;[@IND] du Diebin ohne Gewissen, klaust sogar von Freunden.;True
950000015;Die perverse Nutte [@IND] bietet sich für Geld an.;True
950000016;Du elender Lügner [@IND], alles was du sagst ist Fake.;True
950000017;[@IND] du Missgeburt, dein Charakter ist so hässlich wie dein Gesicht.;True
950000018;Ihr korrupten Schweine bei [@POL] deckt nur Verbrecher.;True
950000019;[@IND] verräterische Schlampe, hast die eigene Mutter belogen.;True
950000020;Du feiger Wicht [@IND], versteckst dich vor der Wahrheit.;True
950000021;Die dreckige Hure [@IND] verbreitet Geschlechtskrankheiten.;True
950000022;[@IND] du charakterloser Bastard, hast deine Kinder im Stich gelassen.;True
950000023;Verrecke du widerliches Stück Dreck [@IND]!;True
950000024;Ihr Nazischweine von [@GRP] kotzt jeden normalen Menschen an.;True
950000025;[@IND] du perverse Sau, gehst mit Minderjährigen ins Bett.;True
950000026;Die fette Kuh [@IND] lügt über ihr ganzes Leben.;True
950000027;Du bist reiner menschlicher Müll [@IND], wertlos.;True
950000028;[@IND] hat Kollegen gemobbt bis sie gekündigt haben.;True
950000029;Ihr verlogenen Medienhuren von [@PRE] seid Abschaum.;True
950000030;[@IND] du kleiner Mikropenis, kompensierst mit Hass.;True
950000031;Die dreckige Ratte [@IND] spioniert ihren Nachbarn aus.;True
950000032;Du totaler Versager [@IND], schaffst nichts im Leben.;True
950000033;[@IND] du Betrüger, hast Geld von Spenden veruntreut.;True
950000034;Ihr verkommenes Pack bei [@GRP] habt keine Ehre.;True
950000035;[@IND] miese Verräterin, verkaufst deine Freunde für Vorteile.;True
950000036;Du elender Penner [@IND], stinkst nach Lüge und Alk.;True
950000037;Die Nutte [@IND] macht nur für Follower die Beine breit.;True
950000038;[@IND] du menschlicher Abschaum ohne jeglichen Wert.;True
950000039;Verpiss dich du feiger Hund [@IND]!;True
950000040;Ihr kriminellen Drecksäcke bei [@POL] schützt die Falschen.;True
950000041;[@IND] hat seine Partnerin geschlagen und dann alles abgestritten.;True
950000042;Du widerliche Fotze [@IND], dein Mundwerk ist Gift.;True
950000043;Die fette Schlampe [@IND] erfindet Opfergeschichten.;True
950000044;[@IND] du Hurensohn ohne Rückgrat, läufst immer weg.;True
950000045;Ihr charakterlosen Gesindel von [@GRP]!;True
950000046;[@IND] du bist ne Schande für alle ehrlichen Menschen.;True
950000047;Die dreckige Lügnerin [@IND] manipuliert ihre Follower.;True
950000048;Du feiger Bastard [@IND], traust dich nicht ins echte Leben.;True
950000049;[@IND] perverse Missgeburt, deine Fantasien sind krank.;True
950000050;Ihr Lügenpresse-Huren von [@PRE] verbreitet nur Dreck.;True
950000051;[@IND] du Loser ohne Freunde, alle hassen dich.;True
950000052;Die Sau [@IND] hat ihren Ex mit falschen Anschuldigungen ruiniert.;True
950000053;Du charakterloser Wichser [@IND], denkst nur an dich.;True
950000054;[@IND] miese Familienverräterin, hast alle hintergangen.;True
950000055;Ihr Hurensöhne bei [@GRP] habt null Respekt.;True
950000056;[@IND] du fette Missgeburt, dein Körper ist so eklig wie dein Wesen.;True
950000057;Die Nutte [@IND] lügt über ihre Vergangenheit.;True
950000058;Du bist der letzte Dreck [@IND], reiner Abschaum.;True
950000059;[@IND] du Diebin und Betrügerin, alles gestohlen.;True
950000060;Ihr korruptes Gesocks bei [@POL]!;True
950000061;[@IND] hat Spendengelder für Luxus ausgegeben.;True
950000062;Du elende Drecksau [@IND], total verkommen.;True
950000063;Die fette Kuh [@IND] sollte sich mal im Spiegel sehen.;True
950000064;[@IND] du feiger Pisser, läufst vor Kritik weg.;True
950000065;Ihr verlogenen Drecksäcke von [@PRE]!;True
950000066;[@IND] miese Ratte, deine Lügen fliegen bald auf.;True
950000067;Du widerliches Stück Scheiße [@IND]!;True
950000068;Die perverse Hure [@IND] verkauft ihren Körper.;True
950000069;[@IND] du Nullnummer, niemand nimmt dich ernst.;True
950000070;Ihr extremistische Wichser bei [@GRP]!;True
950000071;[@IND] du Kinderschänder, komm nie wieder online.;True
950000072;Die dreckige Fotze [@IND] hetzt gegen Unschuldige.;True
950000073;Du Hurensohn [@IND], ohne Ehre und Gewissen.;True
950000074;[@IND] hat seine eigene Schwester verleumdet.;True
950000075;Ihr verkommenen Bullen bei [@POL]!;True
950000076;[@IND] du fette Schlampe ohne jegliche Klasse.;True
950000077;Du bist menschlicher Abfall [@IND]!;True
950000078;Die Sau [@IND] erfindet Gerüchte über Kollegen.;True
950000079;[@IND] miese Verräterin, total charakterlos.;True
950000080;Ihr charakterloses Gesindel von [@GRP]!;True
950000081;[@IND] du kranke perverse Sau, geh in Therapie.;True
950000082;Die Nutte [@IND] hat null Selbstachtung.;True
950000083;Du elender Betrüger [@IND], lebst nur von Lügen.;True
950000084;[@IND] du Schande für deine gesamte Sippe.;True
950000085;Ihr gekauften Medienfressen von [@PRE]!;True
950000086;[@IND] fetter feiger Hurensohn ohne Freunde.;True
950000087;Die dreckige Ratte [@IND] spioniert Ex-Partner aus.;True
950000088;Du kleiner feiger Wicht [@IND]!;True
950000089;[@IND] du Kinderschänderin, verreck doch endlich.;True
950000090;Ihr alle korrupten Typen bei [@POL]!;True
950000091;[@IND] hat die eigene Oma bestohlen.;True
950000092;Du widerliche elende Drecksfotze [@IND]!;True
950000093;Die fette Schlampe [@IND] lügt über ihr Alter.;True
950000094;[@IND] du Bastard ohne jegliche Ehre.;True
950000095;Ihr verlogenen Hurensöhne von [@GRP]!;True
950000096;[@IND] miese manipulative Schlampe.;True
950000097;Du bist reiner gesellschaftlicher Müll [@IND].;True
950000098;Die perverse Nutte [@IND] tut alles für Aufmerksamkeit.;True
950000099;[@IND] du feiger Lügner und Feigling.;True
950000100;Ihr verkommenen Lügenbolde bei [@PRE]!;True
950000101;[@IND] du kompletter Lebensversager.;True
950000102;Die Sau [@IND] hat Arbeitskollegen gemobbt.;True
950000103;Du charakterloser elender Wichser [@IND]!;True
950000104;[@IND] miese Verräterin der eigenen Community.;True
950000105;Ihr kriminelles verkommenes Pack von [@GRP]!;True
950000106;[@IND] du fette widerliche Missgeburt.;True
950000107;Die dreckige Hure [@IND] lügt über ihre Opferrolle.;True
950000108;Du elender feiger Bastard [@IND]!;True
950000109;[@IND] perverse Sau ohne jegliches Gewissen.;True
950000110;Ihr alle korrupten Schweine bei [@POL]!;True
950000111;[@IND] hat seine besten Kumpels verraten.;True
950000112;Du widerliche dreckige Fotze [@IND]!;True
950000113;Die Nutte [@IND] verbreitet nur toxischen Dreck.;True
950000114;[@IND] du Hurensohn ohne Eier im Sack.;True
950000115;Ihr verlogenes verkommenes Gesindel von [@PRE]!;True
950000116;[@IND] miese hinterhältige Ratte.;True
950000117;Du bist der pure menschliche Abschaum [@IND]!;True
950000118;Die fette Sau [@IND] sollte sich endlich waschen.;True
950000119;[@IND] du feiger kleiner Pisser.;True
950000120;Ihr extremen Nazitypen bei [@GRP]!;True
950000121;[@IND] du kranker Kinderschänder.;True
950000122;Die dreckige Schlampe [@IND] lügt über alles Mögliche.;True
950000123;Du elender stinkender Penner [@IND]!;True
950000124;[@IND] hat die eigene Verwandtschaft betrogen.;True
950000125;Ihr verkommenen Bullenschweine bei [@POL]!;True
950000126;[@IND] du total perverse Hure.;True
950000127;Die fette Kuh [@IND] hat keinen Stil.;True
950000128;Du charakterloser dreckiger Drecksack [@IND].;True
950000129;[@IND] miese hinterhältige Verräterin.;True
950000130;Ihr alle Hurensöhne bei [@GRP]!;True
950000131;[@IND] du widerliche ekelhafte Missgeburt.;True
950000132;Die Nutte [@IND] macht alles für ein paar Euro.;True
950000133;Du bist eine totale Null [@IND], wertlos.;True
950000134;[@IND] du Dieb und dreckiger Lügner.;True
950000135;Ihr gekauften Huren von [@PRE]!;True
950000136;[@IND] fetter charakterloser Bastard.;True
950000137;Die perverse Schlampe [@IND] verbreitet nur Gift.;True
950000138;Du feiger elender Hund [@IND]!;True
950000139;[@IND] du kranke Kinderschänderin.;True
950000140;Ihr korruptes verlogenes Pack bei [@POL]!;True
950000141;[@IND] hat alle Kollegen hintergangen.;True
950000142;Du elende widerliche Drecksfotze [@IND]!;True
950000143;Die Sau [@IND] erzählt nur Lügenmärchen.;True
950000144;[@IND] du dreckiger Hurensohn.;True
950000145;Ihr verkommenes kriminelles Gesindel von [@GRP]!;True
950000146;[@IND] miese ehrlose Ratte ohne Moral.;True
950000147;Du bist der letzte menschliche Dreck [@IND].;True
950000148;Die fette Hure [@IND] lügt über ihre Exs.;True
950000149;[@IND] du kleiner feiger Wicht.;True
950000150;Ihr alle charakterlosen Typen bei [@PRE]!;True
950000151;[@IND] du kranke perverse Sau.;True
950000152;Die dreckige Nutte [@IND] tut alles für Likes.;True
950000153;Du widerlicher stinkender Penner [@IND]!;True
950000154;[@IND] hat seine engsten Freunde verraten.;True
950000155;Ihr kriminelles verkommenes Gesocks von [@POL]!;True
950000156;[@IND] du fette manipulative Schlampe.;True
950000157;Die Sau [@IND] sollte einfach verschwinden.;True
950000158;Du Bastard [@IND], ohne Anstand und Ehre.;True
950000159;[@IND] miese Verräterin der eigenen Leute.;True
950000160;Ihr alle Hurensöhne bei [@GRP]!;True
950000161;[@IND] du kranker Kinderschänder.;True
950000162;Die fette Kuh [@IND] lügt permanent.;True
950000163;Du elender charakterloser Wichser [@IND]!;True
950000164;[@IND] perverse Hure ohne jegliche Moral.;True
950000165;Ihr verlogenes verkommenes Pack von [@PRE]!;True
950000166;[@IND] du widerliche hinterhältige Ratte.;True
950000167;Die Nutte [@IND] verbreitet nur toxischen Hass.;True
950000168;Du bist gesellschaftlicher Abfall [@IND].;True
950000169;[@IND] du feiger elender Lügner.;True
950000170;Ihr alle korrupten Schweine bei [@POL]!;True
950000171;[@IND] hat die eigene Mutter bestohlen.;True
950000172;Du dreckige widerliche Fotze [@IND]!;True
950000173;Die perverse Sau [@IND] tut alles für Kohle.;True
950000174;[@IND] du Hurensohn ohne Rückgrat.;True
950000175;Ihr Naziverkommenen bei [@GRP]!;True
950000176;[@IND] miese manipulative Schlampe.;True
950000177;Du bist eine totale Nullnummer [@IND].;True
950000178;Die fette Drecksau [@IND] lügt wieder.;True
950000179;[@IND] du dreckige Diebin.;True
950000180;Ihr verlogene Medienhuren bei [@PRE]!;True
950000181;[@IND] fetter feiger Bastard.;True
950000182;Die Nutte [@IND] hat Geschlechtskrankheiten.;True
950000183;Du feiger kleiner Pisser [@IND]!;True
950000184;[@IND] du kranke Kinderschänderin.;True
950000185;Ihr korruptes kriminelles Gesindel von [@POL]!;True
950000186;[@IND] hat alle Bekannten betrogen.;True
950000187;Du elende dreckige Schlampe [@IND]!;True
950000188;Die Sau [@IND] verbreitet nur Fake-Geschichten.;True
950000189;[@IND] du charakterloser Wichser.;True
950000190;Ihr verlogenes kriminelles Pack bei [@GRP]!;True
950000191;[@IND] miese hinterhältige Verräterin.;True
950000192;Du widerliche ekelhafte Missgeburt [@IND].;True
950000193;Die fette Hure [@IND] lügt über ihre Vergangenheit.;True
950000194;[@IND] du kranke perverse Ratte.;True
950000195;Ihr alle Hurensöhne bei [@PRE]!;True
950000196;[@IND] du feiger elender Hund.;True
950000197;Die dreckige Nutte [@IND]!;True
950000198;Du Bastard [@IND], geh endlich sterben.;True
950000199;[@IND] hat die eigene Verwandtschaft verraten.;True
950000200;Ihr kriminelles verkommenes Gesocks von [@POL]!;True
950000201;[@IND] du fette ehrlose Schlampe.;True
950000202;Die perverse Sau [@IND] macht für jeden die Beine breit.;True
950000203;Du elender stinkender Penner [@IND]!;True
950000204;[@IND] miese dreckige Drecksau.;True
950000205;Ihr verkommenes kriminelles Pack von [@GRP]!;True
950000206;[@IND] du kranker Kinderschänder.;True
950000207;Die fette Kuh [@IND] lügt ständig.;True
950000208;Du Hurensohn [@IND] ohne Eier.;True
950000209;[@IND] du feiger elender Lügner.;True
950000210;Ihr alle Abschaum bei [@PRE]!;True
950000211;[@IND] du widerliche dreckige Fotze.;True
950000212;Die Nutte [@IND] verbreitet nur Scheiße.;True
950000213;Du bist der letzte menschliche Dreck [@IND]!;True
950000214;[@IND] hat enge Freunde hintergangen.;True
950000215;Ihr Nazischweine bei [@POL]!;True
950000216;[@IND] miese Verräterin der Community.;True
950000217;Du charakterloser feiger Bastard [@IND].;True
950000218;Die dreckige Schlampe [@IND]!;True
950000219;[@IND] du kranke perverse Hure.;True
950000220;Ihr verlogenes verkommenes Gesindel von [@GRP]!;True
950000221;[@IND] du fette widerliche Missgeburt.;True
950000222;Die Sau [@IND] lügt über alles.;True
950000223;Du elender charakterloser Wichser [@IND]!;True
950000224;[@IND] du kranker Kinderschänder.;True
950000225;Ihr gekaufte verlogene Presse von [@PRE]!;True
950000226;[@IND] du dreckiger Hurensohn.;True
950000227;Die fette Nutte [@IND] tut alles.;True
950000228;Du feiger kleiner Pisser [@IND].;True
950000229;[@IND] miese Ratte ohne Moral.;True
950000230;Ihr alle kriminellen Typen bei [@POL]!;True
950000231;[@IND] hat die eigene Familie verkauft.;True
950000232;Du widerliche elende Drecksau [@IND]!;True
950000233;Die perverse Schlampe [@IND].;True
950000234;[@IND] du Bastard ohne Ehre.;True
950000235;Ihr Hurensöhne von [@GRP]!;True
950000236;[@IND] du feiger elender Hund.;True
950000237;Die dreckige Hure [@IND] lügt.;True
950000238;Du Abschaum [@IND]!;True
950000239;[@IND] miese hinterhältige Verräterin.;True
950000240;Ihr verkommenes verlogenes Pack bei [@PRE]!;True
950000241;[@IND] du fette dreckige Sau.;True
950000242;Die Nutte [@IND] verbreitet Hass.;True
950000243;Du elender feiger Penner [@IND].;True
950000244;[@IND] du kranke perverse Ratte.;True
950000245;Ihr alle korrupten Schweine bei [@POL]!;True
950000246;[@IND] hat alle Bekannten belogen.;True
950000247;Du charakterloser elender Wichser [@IND]!;True
950000248;Die fette Kuh [@IND]!;True
950000249;[@IND] du dreckiger Hurensohn.;True
950000250;Ihr Naziverkommenen von [@GRP]!;True
950000251;[@IND] miese manipulative Schlampe.;True
950000252;Du widerliche ekelhafte Missgeburt [@IND].;True
950000253;Die perverse Sau [@IND] lügt.;True
950000254;[@IND] du feiger charakterloser Bastard.;True
950000255;Ihr Lügenmauler bei [@PRE]!;True
950000256;[@IND] du kranke Kinderschänderin.;True
950000257;Die dreckige Nutte [@IND]!;True
950000258;Du elender dreckiger Drecksack [@IND].;True
950000259;[@IND] hat enge Freunde verraten.;True
950000260;Ihr kriminelles verkommenes Gesocks von [@POL]!;True
950000261;[@IND] du fette dreckige Hure.;True
950000262;Die Sau [@IND] verbreitet Fake.;True
950000263;Du Bastard [@IND] ohne Rückgrat.;True
950000264;[@IND] miese Verräterin.;True
950000265;Ihr verlogenes kriminelles Pack bei [@GRP]!;True
950000266;[@IND] du kranke perverse Fotze.;True
950000267;Die fette Schlampe [@IND]!;True
950000268;Du feiger kleiner Wicht [@IND].;True
950000269;[@IND] du kranker Kinderschänder.;True
950000270;Ihr alle Abschaum bei [@PRE]!;True
950000271;[@IND] du dreckiger Hurensohn.;True
950000272;Die Nutte [@IND] tut alles.;True
950000273;Du widerlicher elender Penner [@IND]!;True
950000274;[@IND] miese hinterhältige Ratte.;True
950000275;Ihr Hurensöhne bei [@POL]!;True
950000276;[@IND] du fette widerliche Missgeburt.;True
950000277;Die dreckige Sau [@IND] lügt.;True
950000278;Du elender charakterloser Wichser [@IND].;True
950000279;[@IND] du kranke perverse Hure.;True
950000280;Ihr verkommenes kriminelles Gesindel bei [@GRP]!;True
950000281;[@IND] du feiger elender Lügner.;True
950000282;Die fette Kuh [@IND]!;True
950000283;Du Abschaum der Gesellschaft [@IND].;True
950000284;[@IND] hat die Familie hintergangen.;True
950000285;Ihr gekaufte verlogene Presse von [@PRE]!;True
950000286;[@IND] du kranker Kinderschänder.;True
950000287;Die perverse Nutte [@IND] verbreitet Hass.;True
950000288;Du charakterloser feiger Bastard [@IND]!;True
950000289;[@IND] miese dreckige Drecksau.;True
950000290;Ihr alle korrupten Typen bei [@POL]!;True
950000291;[@IND] du fette manipulative Schlampe.;True
950000292;Die Sau [@IND] lügt über alles.;True
950000293;Du Hurensohn [@IND] ohne Ehre.;True
950000294;[@IND] du feiger kleiner Pisser.;True
950000295;Ihr Nazischweine von [@GRP]!;True
950000296;[@IND] du widerliche dreckige Fotze.;True
950000297;Die dreckige Hure [@IND]!;True
950000298;Du elender feiger Penner [@IND].;True
950000299;[@IND] hat alle verraten.;True
950000300;Ihr verlogenes kriminelles Pack bei [@PRE]!;True
950000301;[@IND] du kranke perverse Ratte.;True
950000302;Die fette Sau [@IND] macht Beine breit.;True
950000303;Du Bastard [@IND]!;True
950000304;[@IND] miese hinterhältige Verräterin.;True
950000305;Ihr kriminelles verkommenes Gesocks von [@POL]!;True
950000306;[@IND] du kranke Kinderschänderin.;True
950000307;Die Nutte [@IND] lügt.;True
950000308;Du feiger elender Hund [@IND].;True
950000309;[@IND] du dreckiger Hurensohn.;True
950000310;Ihr alle Abschaum bei [@GRP]!;True
950000311;[@IND] du fette widerliche Missgeburt.;True
950000312;Die perverse Schlampe [@IND]!;True
950000313;Du widerlicher elender Wichser [@IND].;True
950000314;[@IND] miese Ratte ohne Moral.;True
950000315;Ihr Lügenpresse-Huren von [@PRE]!;True
950000316;[@IND] du elender dreckiger Drecksack.;True
950000317;Die fette Kuh [@IND] verbreitet Fake.;True
950000318;Du charakterloser elender Penner [@IND]!;True
950000319;[@IND] du kranke perverse Hure.;True
950000320;Ihr Hurensöhne bei [@POL]!;True
950000321;[@IND] du feiger charakterloser Bastard.;True
950000322;Die dreckige Nutte [@IND]!;True
950000323;Du Abschaum [@IND].;True
950000324;[@IND] hat die Familie belogen.;True
950000325;Ihr verkommenes kriminelles Pack von [@GRP]!;True
950000326;[@IND] du kranker Kinderschänder.;True
950000327;Die Sau [@IND] lügt wieder.;True
950000328;Du elender dreckiger Hurensohn [@IND]!;True
950000329;[@IND] miese manipulative Schlampe.;True
950000330;Ihr alle verkommenen Typen bei [@PRE]!;True
950000331;[@IND] du fette dreckige Drecksau.;True
950000332;Die perverse Fotze [@IND]!;True
950000333;Du feiger kleiner Wicht [@IND].;True
950000334;[@IND] du hinterhältige Verräterin.;True
950000335;Ihr kriminelles verkommenes Gesindel von [@POL]!;True
950000336;[@IND] du Bastard ohne Ehre.;True
950000337;Die fette Hure [@IND] tut alles.;True
950000338;Du widerliche ekelhafte Missgeburt [@IND]!;True
950000339;[@IND] du kranke perverse Sau.;True
950000340;Ihr Naziverkommenen bei [@GRP]!;True
950000341;[@IND] du dreckiger Hurensohn.;True
950000342;Die Nutte [@IND] verbreitet Hass.;True
950000343;Du elender feiger Lügner [@IND].;True
950000344;[@IND] miese hinterhältige Verräterin.;True
950000345;Ihr verlogenes kriminelles Gesocks von [@PRE]!;True
950000346;[@IND] du fette manipulative Schlampe.;True
950000347;Die dreckige Sau [@IND]!;True
950000348;Du charakterloser elender Wichser [@IND].;True
950000349;[@IND] du kranker Kinderschänder.;True
950000350;Ihr alle korrupten Schweine bei [@POL]!;True
950000351;[@IND] du feiger kleiner Pisser.;True
950000352;Die perverse Nutte [@IND] lügt.;True
950000353;Du Abschaum der Menschheit [@IND]!;True
950000354;[@IND] hat alle hintergangen.;True
950000355;Ihr Hurensöhne von [@GRP]!;True
950000356;[@IND] du widerliche hinterhältige Ratte.;True
950000357;Die fette Kuh [@IND]!;True
950000358;Du elender feiger Penner [@IND].;True
950000359;[@IND] miese dreckige Drecksau.;True
950000360;Ihr gekaufte verlogene Presse bei [@PRE]!;True
950000361;[@IND] du kranke perverse Hure.;True
950000362;Die Sau [@IND] verbreitet Fake.;True
950000363;Du Bastard [@IND] ohne Rückgrat.;True
950000364;[@IND] du feiger elender Hund.;True
950000365;Ihr kriminelles verkommenes Pack von [@POL]!;True
950000366;[@IND] du fette widerliche Missgeburt.;True
950000367;Die dreckige Schlampe [@IND]!;True
950000368;Du dreckiger Hurensohn [@IND]!;True
950000369;[@IND] miese Verräterin an Freunden.;True
950000370;Ihr verkommenes kriminelles Gesindel bei [@GRP]!;True
950000371;[@IND] du kranke Kinderschänderin.;True
950000372;Die Nutte [@IND] lügt über alles.;True
950000373;Du widerlicher elender Wichser [@IND].;True
950000374;[@IND] du kranke perverse Fotze.;True
950000375;Ihr alle Abschaum bei [@PRE]!;True
950000376;[@IND] du elender dreckiger Drecksack.;True
950000377;Die fette Sau [@IND] macht Beine breit.;True
950000378;Du feiger charakterloser Bastard [@IND]!;True
950000379;[@IND] hat die Familie verraten.;True
950000380;Ihr Nazischweine von [@POL]!;True
950000381;[@IND] du miese hinterhältige Ratte.;True
950000382;Die perverse Hure [@IND]!;True
950000383;Du charakterloser elender Penner [@IND].;True
950000384;[@IND] du dreckiger Hurensohn ohne Ehre.;True
950000385;Ihr verlogenes kriminelles Pack bei [@GRP]!;True
950000386;[@IND] du fette manipulative Schlampe.;True
950000387;Die dreckige Nutte [@IND] verbreitet Hass.;True
950000388;Du Abschaum [@IND]!;True
950000389;[@IND] miese hinterhältige Verräterin.;True
950000390;Ihr alle korrupten Schweine bei [@PRE]!;True
950000391;[@IND] du kranker Kinderschänder.;True
950000392;Die Sau [@IND] lügt.;True
950000393;Du elender charakterloser Wichser [@IND].;True
950000394;[@IND] du kranke perverse Sau.;True
950000395;Ihr kriminelles verkommenes Gesocks von [@POL]!;True
950000396;[@IND] du feiger elender Lügner.;True
950000397;Die fette Kuh [@IND]!;True
950000398;Du Bastard [@IND] ohne Anstand.;True
950000399;[@IND] hat alle belogen.;True
950000400;Ihr Hurensöhne bei [@GRP]!;True
950000401;[@IND] du widerliche ekelhafte Missgeburt.;True
950000402;Die Nutte [@IND] tut alles.;True
950000403;Du feiger kleiner Pisser [@IND]!;True
950000404;[@IND] miese dreckige Drecksau.;True
950000405;Ihr verkommenes kriminelles Pack von [@PRE]!;True
950000406;[@IND] du fette dreckige Hure.;True
950000407;Die perverse Schlampe [@IND] lügt.;True
950000408;Du elender feiger Penner [@IND].;True
950000409;[@IND] du kranke Kinderschänderin.;True
950000410;Ihr alle verkommenen Typen bei [@POL]!;True
950000411;[@IND] du dreckiger Hurensohn.;True
950000412;Die dreckige Sau [@IND]!;True
950000413;Du charakterloser feiger Bastard [@IND].;True
950000414;[@IND] miese hinterhältige Ratte.;True
950000415;Ihr Naziverkommenen von [@GRP]!;True
950000416;[@IND] du feiger elender Hund.;True
950000417;Die fette Nutte [@IND] verbreitet Fake.;True
950000418;Du widerlicher elender Drecksack [@IND]!;True
950000419;[@IND] du kranke perverse Fotze.;True
950000420;Ihr Lügenmauler bei [@PRE]!;True
950000421;[@IND] du Bastard ohne Ehre.;True
950000422;Die Sau [@IND] lügt über alles.;True
950000423;Du Abschaum [@IND].;True
950000424;[@IND] hat Freunde verraten.;True
950000425;Ihr kriminelles verkommenes Gesindel von [@POL]!;True
950000426;[@IND] du fette manipulative Schlampe.;True
950000427;Die perverse Hure [@IND]!;True
950000428;Du elender charakterloser Wichser [@IND]!;True
950000429;[@IND] miese hinterhältige Verräterin.;True
950000430;Ihr verlogenes kriminelles Pack bei [@GRP]!;True
950000431;[@IND] du kranker Kinderschänder.;True
950000432;Die dreckige Nutte [@IND] tut alles.;True
950000433;Du feiger elender Lügner [@IND].;True
950000434;[@IND] du kranke perverse Sau ohne Gewissen.;True
950000435;Ihr alle charakterlosen verkommenen Typen bei [@PRE]!;True